Candidate_ID,Manuscript_Ref_No,Corpus_Status,Screening_Status,Inclusion_Decision,Exclusion_Code,Year,Authors,Title,Source_Title,Volume,Issue,Pages,DOI,URL,Database_Source,Document_Type,Language,AI_Method,PCF_Domain,Taxonomy_Branch,Target_Property,Dataset_Size,Simulation_Tool,Performance_R2,RMSE,MAE,Inference_Time_ms,FEM_Baseline_min,Fabrication_Validation,Open_Data,QS_Data,QS_Bench,QS_Hyper,QS_Repro,QS_Valid,QS_Total,Verification_Status,Notes
C0127,127,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2023,"Paul, A. K., et al.",Machine learning approaches for PCF-based analyte detection: A comparative study of ANN and SVR,Photonics,10,2,128,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,ANN / MLP / BPNN; SVR / SVM; Machine learning general,PCF-SPR / biosensing,Classical ML,sensitivity / FOM / RIU,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0128,128,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2023,"Ahmed, T., et al.",Gradient-boosted ensemble models for predicting plasmonic resonance in gold-coated D-shaped PCF sensors,Optics Communications,541,,129556,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,XGBoost / gradient boosting / LightGBM,PCF-SPR / biosensing,Classical ML,sensitivity / FOM / RIU,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0129,129,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2023,"Chowdhury, A., et al.","Deep learning inverse design for PCF-based SPR sensor optimization with target sensitivity > 10,000 nm/RIU",Journal of Lightwave Technology,41,8,2412-2422,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,Transformer / attention / ViT; DNN / deep neural network,PCF-SPR / biosensing,Inverse / generative design,sensitivity / FOM / RIU; geometry / topology / structural validity,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0130,130,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2023,"Liton, M. N. H., et al.",XGBoost and neural network comparison for sensitivity prediction in hexagonal PCF biosensors,Optical Fiber Technology,80,,103461,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,Transformer / attention / ViT; ANN / MLP / BPNN; XGBoost / gradient boosting / LightGBM,PCF-SPR / biosensing,Deep learning,sensitivity / FOM / RIU,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0131,131,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2023,"Rahaman, A., et al.",Highly sensitive PCF biosensor for human blood component analysis using ML surrogates,Photonics,10,6,653,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,Machine learning general,PCF-SPR / biosensing,Classical ML,sensitivity / FOM / RIU,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0132,132,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2024,"Begum, F., et al.",Transformer-based deep learning model for PCF-SPR biosensor sensitivity prediction,IEEE Sensors Journal,24,3,3124-3135,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,Transformer / attention / ViT; DNN / deep neural network,PCF-SPR / biosensing,Deep learning,sensitivity / FOM / RIU,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0133,133,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2024,"Sultana, J., et al.",VAE-guided inverse design of a highly sensitive PCF-SPR sensor for cancer biomarker detection,Optics Express,32,14,23410-23425,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,VAE / beta-VAE / CVAE,PCF-SPR / biosensing,Inverse / generative design,sensitivity / FOM / RIU; geometry / topology / structural validity,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0134,134,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2021,"Mou, C., et al.",Automated design of THz-guiding porous-core fibers using Bayesian optimization,Optics & Laser Technology,141,,107139,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,Bayesian optimization / active learning,THz PCF waveguides,Hybrid AI-metaheuristic / optimizer,Not explicit in title,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0135,135,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2022,"Ahmed, K., et al.",Random forest model for effective material loss prediction in porous core THz PCF,Optik,249,,168247,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,Random forest,THz PCF waveguides,Classical ML,confinement loss; effective material loss / EML,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0136,136,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2022,"Habib, M. S., et al.",DNN-guided multi-objective optimization of a Kagome-lattice THz fiber,Journal of Lightwave Technology,40,9,2912-2921,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,DNN / deep neural network,THz PCF waveguides,Hybrid AI-metaheuristic / optimizer,Not explicit in title,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0137,137,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2022,"Sultana, J., et al.",ANN surrogate model for birefringent THz PCF design in polarization-maintaining applications,IEEE Photonics Journal,14,2,1-12,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,ANN / MLP / BPNN; Machine learning general,THz PCF waveguides,Classical ML,birefringence,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0138,138,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2023,"Hossen, M. B., et al.",Machine learning-driven optimization of a low-loss asymmetric porous THz fiber for biomedical imaging,Sensors,23,4,1963,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,Machine learning general,THz PCF waveguides,Classical ML,confinement loss,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0139,139,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2023,"Islam, M. A., et al.",Deep learning surrogate for broadband THz-PCF design with near-zero dispersion,Optics Communications,536,,129399,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,DNN / deep neural network; Machine learning general,THz PCF waveguides,Deep learning,chromatic/group velocity dispersion,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0140,140,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2024,"Abir, M. A. A., et al.","Multi-output DNN for simultaneous prediction of EML, birefringence, and confinement loss in THz-PCF",Results in Physics,57,,107391,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,DNN / deep neural network,THz PCF waveguides,Deep learning,confinement loss; birefringence; effective material loss / EML,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0141,141,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2023,"Dasa, M. K., et al.",Machine learning optimization of hollow-core anti-resonant fiber for THz wave delivery,Optics Express,31,22,36104-36118,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,Machine learning general,THz PCF waveguides,Classical ML,Not explicit in title,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0142,142,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2022,"Rana, S., et al.",XGBoost optimization of polymer PCF for high-birefringence THz polarimetry,Optik,259,,168925,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,XGBoost / gradient boosting / LightGBM,THz PCF waveguides,Classical ML,birefringence,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0143,143,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2021,"Hasan, M. M., et al.",Support vector regression for prediction of relative sensitivity in gas-filled PCF sensors,Results in Physics,22,,103875,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,Transformer / attention / ViT; SVR / SVM,Chemical / gas / liquid sensing,Inverse / generative design,sensitivity / FOM / RIU,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0144,144,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2022,"Olyaee, S., et al.",ANN modeling of a liquid-infiltrated PCF sensor for environmental monitoring,Sensors and Actuators A: Physical,344,,113724,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,ANN / MLP / BPNN,Chemical / gas / liquid sensing,Classical ML,sensitivity / FOM / RIU,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0145,145,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2022,"Paul, B. K., et al.",Random forest based sensitivity prediction for chemical sensing in hexagonal PCF,Optics & Laser Technology,155,,108383,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,Transformer / attention / ViT; Random forest,PCF-SPR / biosensing,Deep learning,sensitivity / FOM / RIU,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0146,146,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2023,"Rifat, A. A., et al.",Deep learning regression for CO₂ gas sensing performance optimization in porous PCF structures,IEEE Sensors Journal,23,5,4532-4542,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,DNN / deep neural network,Chemical / gas / liquid sensing,Deep learning,Not explicit in title,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0147,147,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2023,"Bhuiyan, T., et al.",LSTM-based prediction of toxic gas sensitivity in asymmetric-hole PCF chemical sensors,Optics Communications,537,,129430,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,Transformer / attention / ViT; LSTM / recurrent,Chemical / gas / liquid sensing,Deep learning,sensitivity / FOM / RIU,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0148,148,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2024,"Mou, J., et al.",GA-DNN hybrid optimization of methane-sensing hollow-core PCF with ultra-high evanescent field overlap,Optics Express,32,10,17422-17436,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,DNN / deep neural network; Genetic algorithm / GA / NSGA,Chemical / gas / liquid sensing,Hybrid AI-metaheuristic / optimizer,Not explicit in title,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0149,149,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2023,"Tan, Z., et al.",DNN optimization of dispersion-flattened PCF for high-coherence supercontinuum generation in telecom band,Optics Letters,48,10,2634-2637,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,DNN / deep neural network,Optical communications / nonlinear optics,Deep learning,chromatic/group velocity dispersion; nonlinear coefficient / supercontinuum,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0150,150,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2023,"Sun, J., et al.",CNN-surrogate design of chalcogenide PCF for mid-infrared supercontinuum spanning 1-12 µm,Optics Express,31,16,26342-26357,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,CNN / ResNet / convolutional; Machine learning general,Optical communications / nonlinear optics,Deep learning,nonlinear coefficient / supercontinuum,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0151,151,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2023,"Wang, Q., et al.",Multi-objective Bayesian optimization of photonic crystal fiber for dual-wavelength soliton generation,Photonics Research,11,7,1143-1155,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,Bayesian optimization / active learning,Optical communications / nonlinear optics,Hybrid AI-metaheuristic / optimizer,nonlinear coefficient / supercontinuum,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0152,152,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2024,"Zhang, K., et al.",Physics-informed LSTM model for group velocity dispersion prediction in silica nanowires and PCF,IEEE Journal of Selected Topics in Quantum Electronics,30,3,5100112,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,PINN / physics-informed; LSTM / recurrent,Optical communications / nonlinear optics,Deep learning,chromatic/group velocity dispersion,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0153,153,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2024,"Liu, H., et al.",GAN-driven inverse design of octagonal PCF for broadband anomalous dispersion generation,Journal of Lightwave Technology,42,8,2731-2742,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,GAN / cGAN,Optical communications / nonlinear optics,Inverse / generative design,chromatic/group velocity dispersion; geometry / topology / structural validity,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0154,154,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2024,"Chen, Z., et al.",VAE inverse design of tellurite-glass PCF for multi-octave mid-IR supercontinuum with fabrication tolerance,Light: Science & Applications,13,1,52,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,VAE / beta-VAE / CVAE,Optical communications / nonlinear optics,Inverse / generative design,nonlinear coefficient / supercontinuum; geometry / topology / structural validity,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0155,155,Primary study claimed by manuscript - AUDIT: Potential scope issue: non-PCF/analogous,Included in manuscript,Needs eligibility re-check before final inclusion,,2024,"Huang, T., et al.",Diffusion model generative design of silicon PCF for octave-spanning comb generation,Nature Photonics,18,6,512-521,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,DDPM / diffusion / score-based,Optical communications / nonlinear optics,Inverse / generative design,nonlinear coefficient / supercontinuum,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,"Note: nanophotonic comb-generation structure; photonic-analogous to PCF, see Section 7.5"
C0156,156,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2022,"Islam, M. S., et al.",ANN-based prediction of group birefringence in stress-applying member PCF,IEEE Photonics Journal,14,4,1-10,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,ANN / MLP / BPNN,High-birefringence / PM-PCF,Classical ML,birefringence,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0157,157,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2023,"Ahmed, K., et al.",SVR and ANN comparative study for birefringence optimization in elliptical-hole PCF,Optik,274,,170560,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,ANN / MLP / BPNN; SVR / SVM,High-birefringence / PM-PCF,Classical ML,birefringence,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0158,158,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2023,"Hossain, M. A., et al.",DNN-based multi-objective optimization of a birefringent PCF for polarization-maintaining single-mode operation,Results in Physics,54,,107070,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,DNN / deep neural network,High-birefringence / PM-PCF,Hybrid AI-metaheuristic / optimizer,birefringence,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0159,159,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2023,"Park, S., et al.",Transformer encoder model for predicting polarization cross-talk in multi-ring birefringent PCF arrays,Journal of Lightwave Technology,41,18,5912-5922,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,Transformer / attention / ViT,High-birefringence / PM-PCF,Deep learning,birefringence,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0160,160,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2024,"Li, X., et al.",RL-agent guided design of high-birefringence PCF for fiber gyroscope applications,Optics Express,32,6,9812-9826,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,Reinforcement learning / DQN / PPO,High-birefringence / PM-PCF,Inverse / generative design,birefringence,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0161,161,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2022,"Bhatt, D., et al.",DNN surrogate for effective mode area prediction in large-mode-area PCF fiber lasers,Optical Fiber Technology,68,,102821,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,DNN / deep neural network; Machine learning general,Fiber lasers / high-power delivery,Deep learning,effective mode area / A_eff,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0162,162,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2022,"Wu, Y., et al.",CNN-based design of Yb-doped large-mode-area PCF for kW-class fiber laser outputs,Optics Express,30,18,32312-32328,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,CNN / ResNet / convolutional,Fiber lasers / high-power delivery,Deep learning,effective mode area / A_eff,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0163,163,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2023,"Kumar, S., et al.",Random forest feature importance analysis for parameter selection in PCF fiber laser optimization,Photonics,10,4,402,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,Random forest,Fiber lasers / high-power delivery,Classical ML,Not explicit in title,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0164,164,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2023,"Deng, H., et al.",Bayesian optimization of cladding geometry in all-solid photonic bandgap fiber for laser mode control,Journal of Lightwave Technology,41,10,3212-3221,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,Bayesian optimization / active learning,Fiber lasers / high-power delivery,Hybrid AI-metaheuristic / optimizer,geometry / topology / structural validity,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0165,165,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2024,"Tao, J., et al.",Deep generative model for inverse design of PCF supporting single-mode operation with large effective area > 1000 µm²,Nature Photonics,18,3,198-207,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,Not explicit in title - full-text extraction needed,General PCF modeling / design,Inverse / generative design,geometry / topology / structural validity,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0166,166,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2021,"Guo, C., et al.",Transfer learning from broad to narrow PCF parameter spaces for data-efficient surrogate modeling,Optics Express,29,22,35910-35924,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,Machine learning general,General PCF modeling / design,Classical ML,Not explicit in title,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0167,167,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2022,"Shen, B., et al.",Active learning with Gaussian process surrogates for optimal PCF design space sampling,Optics Letters,47,8,1982-1985,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,GPR / Gaussian process / Kriging; Bayesian optimization / active learning; Machine learning general,General PCF modeling / design,Hybrid AI-metaheuristic / optimizer,Not explicit in title,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0168,168,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2022,"Chen, X., et al.",Physics-constrained deep learning for physically realizable PCF inverse design with hole-wall thickness enforcement,IEEE Photonics Journal,14,6,1-11,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,PINN / physics-informed; DNN / deep neural network,General PCF modeling / design,Inverse / generative design,geometry / topology / structural validity,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0169,169,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2023,"Zhao, J., et al.",SHAP explainability analysis of DNN surrogate models for PCF sensitivity prediction,Results in Physics,52,,106801,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,Transformer / attention / ViT; DNN / deep neural network; XAI / SHAP; Machine learning general,PCF-SPR / biosensing,Deep learning,sensitivity / FOM / RIU,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0170,170,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2023,"Liu, Z., et al.",Fabrication-aware inverse design of PCF with stochastic hole-diameter perturbation embedding,Optics Express,31,20,32812-32828,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,Not explicit in title - full-text extraction needed,Fabrication / digital twin / SEM inspection,Inverse / generative design,geometry / topology / structural validity,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0171,171,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2024,"Wang, H., et al.",Digital twin framework for real-time monitoring and AI-guided control of PCF drawing tower processes,Journal of Lightwave Technology,42,12,4112-4122,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,Not explicit in title - full-text extraction needed,Fabrication / digital twin / SEM inspection,Background / non-AI / requires coding,Not explicit in title,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0172,172,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2024,"Luo, J., et al.",Multi-fidelity Bayesian optimization for efficient PCF design with limited high-fidelity FEM samples,Optics Express,32,16,27412-27428,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,Bayesian optimization / active learning,General PCF modeling / design,Hybrid AI-metaheuristic / optimizer,Not explicit in title,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0173,173,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2024,"Huang, Y., et al.",Federated learning for privacy-preserving collaborative PCF surrogate modeling across institutions,Photonics Research,12,8,1623-1636,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,Foundation / self-supervised / federated; Machine learning general,General PCF modeling / design,Deep learning,Not explicit in title,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0174,174,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2025,"Du, J., et al.",Graph neural network (GNN) representation of PCF hole topology for structure-property modeling,Nature Computational Science,5,4,312-323,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,GNN / graph neural network; ANN / MLP / BPNN,General PCF modeling / design,Deep learning,geometry / topology / structural validity,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0175,175,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2025,"Wei, X., et al.",Foundation model for photonic crystal fiber: Pre-training on one million simulated structures for universal surrogate modeling,Science Advances,11,12,eado2819,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,Foundation / self-supervised / federated; Machine learning general,General PCF modeling / design,Deep learning,Not explicit in title,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0176,176,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2025,"Chen, Q., et al.",Quantum-inspired ML kernel optimization for high-dimensional PCF design space exploration,Optics Express,33,8,13812-13828,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,Machine learning general,General PCF modeling / design,Classical ML,Not explicit in title,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0177,177,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2022,"Li, Y., et al.",Surrogate-based multi-objective optimization of helical PCF for fiber-optic gyroscope using NSGA-II,Optical Fiber Technology,73,,103012,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,Genetic algorithm / GA / NSGA; Machine learning general,High-birefringence / PM-PCF,Hybrid AI-metaheuristic / optimizer,Not explicit in title,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0178,178,Primary study claimed by manuscript - AUDIT: Potential scope issue: may not be PCF primary,Included in manuscript,Needs eligibility re-check before final inclusion,,2023,"Hu, Z., et al.",ANN-guided optimization of silicon microring resonators coupled to PCF for on-chip nonlinear photonics,Optics Express,31,8,13412-13427,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,ANN / MLP / BPNN,General PCF modeling / design,Classical ML,nonlinear coefficient / supercontinuum,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0179,179,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2023,"Park, H., et al.",Deep learning joint optimization of mode-division and wavelength-division multiplexing parameters in few-mode PCF,Journal of Lightwave Technology,41,22,6912-6922,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,DNN / deep neural network,Optical communications / nonlinear optics,Deep learning,Not explicit in title,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0180,180,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2024,"Ye, H., et al.",Convolutional autoencoder for unsupervised PCF topology clustering and anomaly detection,Optics Express,32,20,34812-34828,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,CNN / ResNet / convolutional,General PCF modeling / design,Deep learning,geometry / topology / structural validity,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0181,181,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2024,"Huang, L., et al.","Multi-task DNN for simultaneous prediction of optical, mechanical, and thermal properties in chalcogenide PCF",Advanced Photonics,6,3,034001,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,DNN / deep neural network,General PCF modeling / design,Deep learning,Not explicit in title,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0182,182,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2026,"Jiao, Y., et al.",Real-time AI-guided fabrication feedback control for photonic crystal fiber drawing with 0.1% diameter tolerance,Optica,13,1,45-58,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,Not explicit in title - full-text extraction needed,Fabrication / digital twin / SEM inspection,Background / non-AI / requires coding,geometry / topology / structural validity,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,Published online: February 2026
C0183,183,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2026,"Lin, Z., et al.",First experimental demonstration of diffusion-model-designed PCF with fabrication-verified properties in SPR biosensing,Nature Photonics,20,2,98-107,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,DDPM / diffusion / score-based,PCF-SPR / biosensing,Inverse / generative design,geometry / topology / structural validity,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,Published online: 18 February 2026; indexed in Scopus 12 March 2026 - within the 31 May 2026 search cutoff
C0184,184,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2021,"Hassan, K., et al.",Comparative ML analysis for PCF biosensors: ANN vs,SVR vs. RF for analyte refractive index prediction. Optik,245,,167723,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,ANN / MLP / BPNN; Machine learning general,PCF-SPR / biosensing,Classical ML,sensitivity / FOM / RIU,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0185,185,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2022,"Reza, M. S., et al.",Deep learning-based plasmonic PCF sensor for malaria parasite detection in blood samples,Biosensors,12,10,812,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,DNN / deep neural network,PCF-SPR / biosensing,Deep learning,sensitivity / FOM / RIU,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
C0186,186,Primary study claimed by manuscript,Included in manuscript,Include - primary claimed,,2022,"Sohel, M. A., et al.",XGBoost optimization of a twin-core PCF-SPR sensor for simultaneous multi-analyte detection,Sensors and Actuators A: Physical,346,,113841,,,Manuscript reference list seed,Article/Proceedings/Book - verify,English - verify,XGBoost / gradient boosting / LightGBM,PCF-SPR / biosensing,Classical ML,sensitivity / FOM / RIU,,,,,,,,,,,,,,,,Manuscript seed only - DOI/publisher verification required,
